,微博正文,发布时间,ip
381,"['以色列空军', '加沙', '中部', '上空', '投放', '传单', '警告', '地区', '预计', '猛烈', '轰炸', '平民', '转移', '加沙', '地带', '南部', '特定', '安全区', '以色列', '攻打', '加沙', '全境', '联合国', '以色列', '国际', '犯罪', '巴以冲突', '以色列', '长安', '万里行', '微博', '视频']",2023/11/19 23:31,
385,"['土耳其', '总统', '巴勒斯坦人', '以色列', '关押', '土耳其', '总统', '尔多', '土耳其', '大学生', '协会', '会议', '以色列', '巴勒斯坦人', '扣为', '人质', '德国', '采取措施', '确保', '释放', '努力', '释放', '哈马斯', '关押', '德国', '同意', '巴以冲突', '尔多', '安上', '巴勒斯坦人', '以色列', '关押']",2023/11/18 23:32,
388,"['月亮', '水瓶座', '反常', '反抗', '能量', '带来', '稳定', '因素', '阵营', '派别', '盟友', '造反', '改革', '性质', '事件', '凶相', '上弦月', '相日火', '冥王', '参与', '极端', '能量', '意味着', '权力斗争', '加剧', '小心', '地震', '爆炸', '暴力', '火灾', '军事', '公检法', '极端', '事件', '组织', '人事', '金融', '事宜', '触及', '巴以冲突', '加剧', '概率', '到底', '事件']",2023/11/18 23:29,
393,"['乌克兰', '总统', '泽连斯基', '会见', '来访', '英国', '外交大臣', '总统', '卡梅伦', '感叹', '世界', '不再', '聚焦', '乌克兰', '巴以冲突', '爆发', '乌克兰', '淡出', '视线', '北约', '无力', '支援', '仅凭', '斯基', '恐难', '维系', '山穷水尽', '谢幕', '泽连斯基', '感叹', '自知之明', '泽连斯基', '世界', '不再', '聚焦', '乌克兰']",2023/11/17 23:06,
399,"['撤离', '美国', '拜登', '政府', '中东', '情况', '撤离', '美国', '拜登', '政府', '中东', '情况', '环球网', '消息', '美国', '动力', '网站', '当地', '时间', '援引', '华盛顿邮报', '报道', '巴以冲突', '愈演愈烈', '中东地区', '蔓延', '拜登', '政府', '正为', '冲突', '控制', '中东', '撤离', '美国', '公民', '可能性']",2023/11/17 23:03,
408,"['美国', '波真拉', '谈成', '气候', '禁毒', '沙利文', '重中之重', '军事', '恢复', '沟通', '谈成', '战区', '级别', '恢复', '沟通', '平等', '尊重', '基础', '恢复', '高层', '沟通', '高层', '恢复', '沟通', '美国', '拿出', '诚意', '证明', '白宫', '重头戏', '巴以冲突', '战争', '声明', '声明', '客套', '巴以', '展开', '建设性', '会谈', '交换意见', '巴拉巴', '态度', '怪不得', '原定', '小时', '小时', '结束']",2023/11/16 23:09,
432,"['加沙', '地带', '农民', '抢收', '橄榄', '橄榄', '巴勒斯坦', '种植', '作物', '巴以', '新一轮', '大规模', '冲突', '爆发', '农民', '蒙受', '巨大损失', '临时', '停火协议', '达成', '得以', '延长', '加沙', '地带', '种植', '橄榄', '农民', '抓紧', '抢收', '所剩', '橄榄', '加沙', '地带', '临时', '停火协议', '国际', '时讯', '微博', '视频']",2023/11/29 23:00,
433,"['以色列国防军', '占领', '加沙', '医院', '希法', '医院', '坦克', '院子', '吓唬人', '以色列国防军', '干嘛', '肯定', '干什么', '好事', '假惺惺', '东西', '事情', '揭批', '希法', '医院', '占领', '沙蒂', '难民营', '占领', '以色列国防军', '加沙城', '合围', '巴以冲突', '种花', '守护神', '微博', '视频']",2023/11/15 22:47,
442,"['北斗', '标准', '国际', '接纳', '意味着', '张仲麟', '依赖', '单一', '系统', '民航', '飞机', '导航系统', '面临', '情况', '较为', '脆弱', '巴以冲突', '以色列', '地中海地区', '信号', '欺骗', '干扰', '导致', '区域', '民航', '飞机', '定位', '极大', '偏差', '飞行', '海面', '定位', '以色列', '北部', '区域', '航空安全', '不小', '影响']",2023/11/26 23:14,
446,"['埃及', '新闻', '总署', '署长', '埃及', '收到', '以色列', '巴勒斯坦人', '换俘', '名单', '埃及', '周刊', '援引', '国家', '新闻', '总署', '署长', '拉什', '报道', '埃方', '收到', '以色列', '人质', '巴勒斯坦人', '换俘', '名单', '哈马斯', '以色列', '停火协议', '换俘', '巴以', '局势', '巴以冲突', '埃及', '收到', '以色列', '巴勒斯坦人', '换俘', '名单']",2023/11/26 23:09,
447,"['程墨', '基辅', '大规模', '无人机', '袭击', '获强', '保障', '黑海', '航运', '南部', '乌克兰', '局势', '局势', '最新进展', '战争', '速报', '战争', '战争', '速报', '巴以冲突', '以色列', '哈马斯', '加沙', '以军', '包围', '加沙城', '程墨', '基辅', '大规模', '无人机', '袭击', '获强', '保障', '黑海', '航运', '南部']",2023/11/26 23:09,
449,"['约旦河西岸', '地区', '以色列', '出动', '推土机', '摧毁', '巴勒斯坦', '领导人', '阿拉法特', '纪念碑', '阿拉法特', '时任', '以色列', '总理', '拉宾', '签署', '奥斯陆', '协议', '协议', '视为', '巴以', '和平', '进程', '里程碑', '随后', '拉宾', '遇刺', '阿拉法特', '协议', '名存实亡', '状态', '族群', '积怨', '估计', '弥合', '巴以冲突', '长征', '后卫', '薛伯陵', '微博', '视频']",2023/11/15 20:58,
451,"['外交部', '中方', '反复', '呼吁', '尽快', '停火', '止战', '人道主义', '灾难', '巴以冲突', '中国外交部', '发言人', '毛宁', '再次', '中方', '谴责', '伤害', '平民', '反对', '违反', '国际法', '做法', '中方', '反复', '呼吁', '尽快', '停火', '止战', '人道主义', '灾难', '微博', '视频']",2023/11/15 20:57,
457,"['拉比', '韦斯', '犹太', '复国主义', '以色列', '犹太教', '对立', '东正教', '犹太', '运动', '反对', '犹太', '复国主义', '以色列国', '强行', '掠夺', '巴勒斯坦', '土地', '美国', '成员', '参加', '支持', '巴勒斯坦', '抗议', '活动', '巴以冲突', '以色列', '巴勒斯坦', '冲突', '运动', '拉比', '伊斯', '尔多', '维德', '韦斯', '告诉', '犹太', '复国主义', '以色列', '犹太教', '对立', '身为', '里中横', '微博', '视频']",2023/11/24 23:00,
465,"['巴以冲突', '以色列', '记者', '参观', '加沙', '希法', '医院', '旁边', '隧道', '发帖', '世界', '谴责', '哈马斯', '以色列', '总理', '埃胡德', '巴拉克', '以色列', '加沙', '医院', '修建', '隧道', '主播', '克里斯蒂安', '阿曼', '感到', '震惊', '以色列', '发布', '视频', '老铁', '细节', '补充', '黄媒', '真相', '小凡', '好摄', '微博', '视频']",2023/11/23 23:13,
471,"['以色列', '报复', '为名', '屠城', '野蛮', '行径', '占领', '加沙', '以色列', '阿拉伯', '国家', '仇恨', '延续', '至少', '这位', '加沙', '小女孩', '达林', '弟弟', '以色列', '轰炸', '幸存', '全家', '以色列', '轰炸', '丧生', '和平', '到来', '巴以冲突', '疯狂', '大象', '微博', '视频']",2023/11/22 23:21,
473,"['字字', '声声', '控诉', '战争', '残酷', '巴勒斯坦', '抵抗', '组织', '今非昔比', '前线', '通话', '曝光', '士兵', '崩溃', '痛哭', '怪物', '巴以冲突', '社会', '百态', '社会', '热点', '前线', '通话', '曝光', '士兵', '崩溃', '痛哭', '怪物', '巴以冲突', '社会', '百态', '社会', '热点', '网页', '链接']",2023/11/22 23:20,
487,"['巴以冲突', '泽连斯基', '两难', '伊利亚', '库萨', '乌克兰', '以色列', '立场', '不太可能', '发展', '两国间', '联盟', '预见', '以色列', '忙于', '截然不同', '外部', '内部', '基辅', '只能', '寄希望于', '加沙', '战事', '分散', '西方', '注意力', '增加', '战事', '演变', '冻结', '冲突', '风险', '乌克兰', '领导人', '前景', '毫无准备']",2023/11/20 23:24,
500,"['以以', '部长', '子女', '前线', '狙击手', '创造', '最远', '击杀', '纪录', '乌克兰', '局势', '局势', '最新进展', '战争', '速报', '战争', '战争', '速报', '巴以冲突', '以色列', '哈马斯', '加沙', '以军', '包围', '加沙城', '以以', '部长', '子女', '前线', '狙击手', '创造', '最远', '击杀', '纪录']",2023/11/19 23:21,
501,"['以色列国防军', '媒体', '镜头', '巴勒斯坦', '老人', '杀害', '事情', '不止', '摄影师', '指导', '下摆', '照片', '拍完', '以色列', '士兵', '开枪', '打死', '老人', '事件', '发生', '老人', '名叫', '以色列', '关押', '超过', '巴勒斯坦', '政治犯', '包括', '儿童', '飞扬', '军事', '巴以冲突']",2023/11/18 23:25,
505,"['平台', '视频', '评论', '黎巴嫩', '边境', '对抗', '以色列', '战线', '事情', '变得', '越来越', '有趣', '真主党', '击落', '以色列', '赫尔墨斯', '无人机', '近万名', '以色列', '定居者', '黎巴嫩', '边境', '定居点', '撤离', '以色列', '士兵', '飞扬', '军事', '巴以冲突', '飞扬', '军事', '背心', '微博', '视频']",2023/11/18 23:20,
530,"['巴以', '战争', '棘手', '事实', '联合国', '解决问题', '乏力', '再次', '暴露', '成员国', '提出', '方案', '接连', '否决', '落地', '实施', '值得注意', '草案', '表决', '投票', '否决', '否决', '魔幻', '引来', '土耳其', '总统', '尔多', '炮轰', '尔多', '抱怨', '联合国安理会', '旨在', '解决', '巴以冲突', '阻止', '以色列', '军队', '加沙', '军事行动', '决议', '网页', '链接']",2023/11/15 19:57,
533,"['巴以冲突', '哈马斯', '以色列', '发射', '火箭弹', '记录', '了起', '间接', '火力', '袭击', '圣城', '声称', '发生', '间接', '火力', '袭击', '加沙', '地带', '以色列', '军事设施', '卡桑', '声称', '以色列', '发动', '间接', '火力', '袭击', '目标', '特拉维夫', '驻扎', '以色列', '南部', '以色列', '军队', '深海', '微博', '视频']",2023/11/15 19:50,
536,"['巴以冲突', '以军', '攻入', '希法', '医院', '以防', '加沙', '加沙', '医院', '沦为', '战区', '危机', '急剧', '恶化', '以色列', '外长', '无意', '重开', '加沙', '地带', '口岸', '欧盟', '军援', '泡汤', '乌军', '遭遇', '弹药', '危机', '顶流', '韩国', '大熊猫', '主题', '闪店', '大队', '离谱', '印度', '影迷', '影院', '燃放烟花', '人群', '奔逃', '央视网', '宇宙', '黑洞', '火凤凰', '微博', '视频']",2023/11/15 21:50,
550,"['巴以冲突', '看清', '犹太', '丑恶', '世界', '美好', '财富', '人民', '犹太', '财团', '财富', '归于', '人民', '政府', '带领', '人民', '建设', '美好幸福', '家园', '犹太', '美国', '毒害', '给予', '美国', '人民', '美国', '国家', '领导', '全球', '美好', '金融', '猎杀', '犹太', '财团']",2023/11/15 18:50,
557,"['巴勒斯坦', '总统', '以色列', '发动', '巴勒斯坦人', '生存', '民族', '认同', '战争', '巴勒斯坦', '通讯社', '援引', '阿巴斯', '讲话', '报道', '遭受', '非正义', '侵略性', '战争', '巴勒斯坦人', '生存', '民族', '认同', '战争', '巴勒斯坦', '以色列', '加沙', '地带', '巴以冲突', '升级', '巴勒斯坦', '总统', '以色列', '发动', '巴勒斯坦人', '生存', '民族', '认同', '战争']",2023/11/15 22:30,
561,"['特鲁多', '以色列', '发出', '严厉批评', '特鲁多', '以色列', '发出', '严厉批评', '停止', '加沙', '杀害', '儿童', '路透社', '报道', '加拿大', '总理', '特鲁多', '以色列', '加沙', '地带', '杀害', '妇女儿童', '婴儿', '停止', '报道', '特鲁多', '巴以', '新一轮', '冲突', '爆发', '以色列', '严厉', '批评', '参考消息', '微博', '视频']",2023/11/15 17:55,
564,"['巴以冲突', '新闻', '太难受', '平衡', '拳头', '专业', '教授', '分析', '感性', '理性', '思考', '巴以', '究竟', '矛盾', '巴以冲突', '激烈', '巴以', '走向', '何以', '巴以冲突', '现实', '历史', '西北大学', '中东', '研究所', '副教授', '晋王', '博士', '做客', '方所', '带领', '中东', '历史', '角度', '出发', '巴以', '细致', '详情请', '点击', '网页', '链接', '扫码', '报名', '城根']",2023/11/15 17:53,
586,"['以色列', '哈马斯', '以色列', '想象', '正面', '以色列', '哈马斯', '之间', '实力', '差距', '注定', '一明', '一暗', '斗争', '以色列', '军队', '加沙', '外围', '打到', '里马尔希', '医院', '打响', '以色列', '打击', '重点', '加沙', '医院', '以色列', '哈马斯', '指挥所', '医院', '人质', '关押', '巴以冲突', '持久战', '哈马斯', '夺回', '失地', '案例', '以色列', '封锁', '目的']",2023/11/15 16:48,
601,"['俄乌', '哈以哈以', '停战', '交换', '人质', '德国', '增援', '防空', '系统', '乌克兰', '局势', '局势', '最新进展', '战争', '速报', '战争', '战争', '速报', '巴以冲突', '以色列', '哈马斯', '加沙', '以军', '包围', '加沙城', '俄乌', '哈以哈以', '停战', '交换', '人质', '德国', '增援', '防空', '系统']",2023/11/22 23:10,
603,"['总理', '巴以冲突', '总理', '达成协议', '代表', '冲突', '结束', '以色列政府', '哈马斯', '当地', '时间', '批准', '临时', '停火协议', '以色列', '内阁', '表决', '协议', '前以', '总理', '内塔尼亚胡', '达成协议', '巴以', '冲突', '以色列', '达成', '消灭', '哈马斯', '救回', '扣押', '人员', '失踪者', '确保', '加沙', '以色列', '威胁', '目标', '停火', '推动', '巴勒斯坦', '公正', '持久', '解决', '小央', '视频', '小央', '视频', '微博', '视频']",2023/11/22 23:09,
625,"['哈马斯', '武装', '再现', '神勇', '操作', '贴身', '徒手', '以军', '坦克', '串联', '战斗部', '火箭弹', '放到', '以军', '坦克', '主动防御', '系统', '下方', '这辆', '坦克', '视频', '包含', '哈马斯', '击中', '以军', '坦克', '巴以冲突', '单手', '核弹', '微博', '视频']",2023/11/19 23:18,
633,"['俄罗斯', '决定性', '胜利', '基辅', '当局', '发声', '同意', '领土', '和平', '全球', '目光', '巴以冲突', '吸引', '忽略', '另一边', '战火', '乌克兰', '总统', '泽连斯基', '承认', '乌东', '地区', '军事', '重镇', '阿夫迪夫卡', '难守', '交战', '中心', '面对', '俄军', '猛烈', '进攻', '乌军', '付出', '惨重', '代价', '敌人', '攻势', '俄罗斯', '军事', '网页', '链接']",2023/11/18 23:08,
639,"['联合国总部', '降半旗', '联合国总部', '世界各地', '办事处', '降半旗', '默哀', '仪式', '悼念', '巴以冲突', '加沙', '遇难', '联合国', '近东', '巴勒斯坦', '难民', '救济', '工程处', '工作人员', '联合国', '秘书长', '特雷斯', '社交', '媒体', '发文', '联合国', '大家庭', '加沙', '遇难', '同事', '默哀', '联合国', '援助', '人员', '时间', '内在', '冲突', '丧生', '数最多']",2023/11/15 15:58,
640,"['军事', '黎巴嫩', '国家', '通讯社', '报道', '黎巴嫩', '连建离', '临时', '边界', '泰尔', '海法', '和亚林', '遭受', '以色列', '无人机', '攻击', '临时', '边界', '黎巴嫩', '村镇', '以色列', '炮击', '以色列', '军方', '黎巴嫩', '南部', '真主党', '观察哨', '袭击', '回应', '真主党', '以色列', '北部', '边境地区', '攻击行为', '军事', '军事', '观察', '巴以冲突']",2023/11/15 15:58,
652,"['凤凰', '连麦', '以色列', '外长', '抨击', '特雷斯', '不配', '领导', '联合国', '凤凰', '直击', '巴以冲突', '巴以', '局势', '以色列', '外长', '日内瓦', '记者会', '指责', '联合国', '秘书长', '特雷斯', '不配', '领导', '联合国', '同名', '哈马斯', '绑架人质', '家属', '记者', '见面', '以色列', '人类', '尊严']",2023/11/15 14:57,
655,"['巴以冲突', '以色列', '新型', '技术', '战术', '之下', '坚守', '巴勒斯坦', '北面', '哈马斯', '地道战', '展开', '杀伤', '侵略军', '越来越', '重型', '武装', '推土机', '跟随', '装甲部队', '推平', '建筑', '尽可能', '铲平', '巷战', '藏身处', '地道', '灌水', '投入', '神经毒素', '毒气', '巨型', '钻地弹', '温压弹', '微型', '机器人', '无人机', '先行', '探索', '地道']",2023/11/15 14:53,
659,"['巴以冲突', '不知', '冲突', '缅北', '战乱', '并不知道', '消除', '电诈', '打仗', '原因', '好听', '借口', '老彭', '手下', '四大', '金刚', '反水', '老彭', '隐退', '四大', '金刚', '四大家族', '老彭', '收拾', '旧部', '卷土重来', '生存', '方式', '种毒', '贩毒', '开设', '赌场', '受欢迎']",2023/11/15 23:36,
661,"['巴以冲突', '哈马斯', '无仁机', '备货', '没准头', '火箭弹', '吓唬人', '实际效果', '战场', '无仁机', '前车之鉴', '哈马斯', '皮毛', '守城', '巷战', '四通八达', '地道', '还要', '无仁机', '老铁', '简单', '玩意儿', '好歹', '培养', '技术', '工人', '组装', '火器', '优势', '贸然', '开打', '难怪', '中东战争']",2023/11/15 23:35,
669,"['媒体', '美国', '悄然', '增加', '以色列', '军事援助', '报道', '美国国防部', '内部', '清单', '悄然', '增加', '以色列', '军事援助', '以方', '请求', '供应', '用于', '以军', '阿帕奇', '武装', '直升机', '机队', '激光制导', '导弹', '炮弹', '夜视', '装置', '掩体', '武器', '军用车辆', '美国', '以色列', '巴以冲突', '军事援助', '媒体', '美国', '悄然', '增加', '以色列', '军事援助']",2023/11/15 19:45,
673,"['以色列', '燃料', '加沙', '仅供', '联合国', '救援', '以色列', '消息人士', '透露', '以色列', '联合国', '难民', '救助', '机构', '运送', '燃料', '加沙', '地带', '日本', '巴以冲突', '爆发', '以色列', '燃料', '加沙', '长期', '面临', '燃料', '短缺', '联合国', '地区', '救援', '工作', '阻碍', '新闻', '全球', '微博', '视频', '以色列', '以军', '突袭', '加沙', '希法', '医院']",2023/11/15 19:41,
674,"['巴以冲突', '以色列国防军', '声明', '驾驶', '飞机', '远处', '发现', '恐怖分子', '加沙', '地带', '北部', '建筑物', '携带', '袋子', '疑似', '部队', '安置', '爆炸物', '飞机', '跟踪', '恐怖分子', '消灭', '网友', '以色列国防军', '草率', '屠杀', '提出', '质疑', '袋子', '杀死', '理由', '视频', '来源', '平台', '长征', '后卫', '薛伯陵', '微博', '视频']",2023/11/15 21:42,
